"","fn","ov_db","ov_dc","ov_de","threshold"
"58","1/as-caida20071029.txt",0.888888888888889,0.703703703703704,0.666666666666667,0.001
"59","1/as-caida20071029.txt",0.792452830188679,0.679245283018868,0.60377358490566,0.002
"60","1/as-caida20071029.txt",0.8125,0.625,0.45,0.003
"61","1/as-caida20071029.txt",0.820754716981132,0.60377358490566,0.377358490566038,0.004
"62","1/as-caida20071029.txt",0.787878787878788,0.553030303030303,0.325757575757576,0.005
"63","1/as-caida20071029.txt",0.792452830188679,0.509433962264151,0.289308176100629,0.006
"64","1/as-caida20071029.txt",0.767567567567568,0.502702702702703,0.259459459459459,0.007
"65","1/as-caida20071029.txt",0.797169811320755,0.504716981132076,0.235849056603774,0.008
"66","1/as-caida20071029.txt",0.802521008403361,0.5,0.222689075630252,0.009
"67","1/as-caida20071029.txt",0.806818181818182,0.496212121212121,0.208333333333333,0.01
"68","1/as-caida20071029.txt",0.797348484848485,0.462121212121212,0.142045454545455,0.02
"69","1/as-caida20071029.txt",0.803030303030303,0.467171717171717,0.138888888888889,0.03
"70","1/as-caida20071029.txt",0.784090909090909,0.456439393939394,0.130681818181818,0.04
"71","1/as-caida20071029.txt",0.797573919636088,0.456406368460955,0.127369219105383,0.05
"72","1/as-caida20071029.txt",0.774478837650032,0.474415666456096,0.123815540113708,0.06
"73","1/as-caida20071029.txt",0.769897130481862,0.476989713048186,0.126691932864104,0.07
"74","1/as-caida20071029.txt",0.765987683562293,0.468498342018001,0.13216485078162,0.08
"75","1/as-caida20071029.txt",0.730412805391744,0.474304970513901,0.140269587194608,0.09
"76","1/as-caida20071029.txt",0.697877179681577,0.479529946929492,0.145564821834723,0.1
"77","1/as-caida20071105.txt",0.888888888888889,0.703703703703704,0,0.001
"78","1/as-caida20071105.txt",0.792452830188679,0.660377358490566,0.0188679245283019,0.002
"79","1/as-caida20071105.txt",0.8125,0.6125,0.0125,0.003
"80","1/as-caida20071105.txt",0.820754716981132,0.594339622641509,0.0283018867924528,0.004
"81","1/as-caida20071105.txt",0.774436090225564,0.56390977443609,0.075187969924812,0.005
"82","1/as-caida20071105.txt",0.786163522012579,0.522012578616352,0.10062893081761,0.006
"83","1/as-caida20071105.txt",0.779569892473118,0.521505376344086,0.123655913978495,0.007
"84","1/as-caida20071105.txt",0.806603773584906,0.509433962264151,0.132075471698113,0.008
"85","1/as-caida20071105.txt",0.815899581589958,0.502092050209205,0.133891213389121,0.009
"86","1/as-caida20071105.txt",0.826415094339623,0.49811320754717,0.139622641509434,0.01
"87","1/as-caida20071105.txt",0.80188679245283,0.462264150943396,0.105660377358491,0.02
"88","1/as-caida20071105.txt",0.805031446540881,0.466666666666667,0.125786163522013,0.03
"89","1/as-caida20071105.txt",0.785646836638338,0.455146364494806,0.147308781869688,0.04
"90","1/as-caida20071105.txt",0.801359516616314,0.45392749244713,0.15785498489426,0.05
"91","1/as-caida20071105.txt",0.775959723096287,0.472624292007552,0.168030207677785,0.06
"92","1/as-caida20071105.txt",0.779395900755124,0.464401294498382,0.173678532901834,0.07
"93","1/as-caida20071105.txt",0.765344664778092,0.465533522190746,0.178470254957507,0.08
"94","1/as-caida20071105.txt",0.728913134704154,0.469995803608896,0.173310952580781,0.09
"95","1/as-caida20071105.txt",0.700906344410876,0.470921450151057,0.177492447129909,0.1
"96","1/as-caida20071112.txt",0.888888888888889,0.703703703703704,0,0.001
"97","1/as-caida20071112.txt",0.792452830188679,0.622641509433962,0,0.002
"98","1/as-caida20071112.txt",0.825,0.6,0,0.003
"99","1/as-caida20071112.txt",0.80188679245283,0.594339622641509,0,0.004
"100","1/as-caida20071112.txt",0.787878787878788,0.553030303030303,0,0.005
"101","1/as-caida20071112.txt",0.786163522012579,0.534591194968553,0,0.006
"102","1/as-caida20071112.txt",0.762162162162162,0.52972972972973,0,0.007
"103","1/as-caida20071112.txt",0.806603773584906,0.518867924528302,0,0.008
"104","1/as-caida20071112.txt",0.802521008403361,0.5,0,0.009
"105","1/as-caida20071112.txt",0.818181818181818,0.5,0,0.01
"106","1/as-caida20071112.txt",0.808712121212121,0.443181818181818,0,0.02
"107","1/as-caida20071112.txt",0.806818181818182,0.450757575757576,0,0.03
"108","1/as-caida20071112.txt",0.791666666666667,0.448863636363636,0.000946969696969697,0.04
"109","1/as-caida20071112.txt",0.796969696969697,0.447727272727273,0.00151515151515152,0.05
"110","1/as-caida20071112.txt",0.78219696969697,0.457070707070707,0.00126262626262626,0.06
"111","1/as-caida20071112.txt",0.775974025974026,0.451298701298701,0.00108225108225108,0.07
"112","1/as-caida20071112.txt",0.769412878787879,0.450757575757576,0.00189393939393939,0.08
"113","1/as-caida20071112.txt",0.734006734006734,0.46043771043771,0.00294612794612795,0.09
"114","1/as-caida20071112.txt",0.697233800682077,0.452823039029936,0.00568397120121258,0.1
"115","1/as19991115.txt",0.857142857142857,0.714285714285714,0.857142857142857,0.001
"116","1/as19991115.txt",0.769230769230769,0.769230769230769,0.846153846153846,0.002
"117","1/as19991115.txt",0.789473684210526,0.736842105263158,0.842105263157895,0.003
"118","1/as19991115.txt",0.92,0.68,0.72,0.004
"119","1/as19991115.txt",0.8125,0.59375,0.6875,0.005
"120","1/as19991115.txt",0.763157894736842,0.605263157894737,0.684210526315789,0.006
"121","1/as19991115.txt",0.818181818181818,0.568181818181818,0.636363636363636,0.007
"122","1/as19991115.txt",0.82,0.6,0.6,0.008
